# time_s Ids_A Vds_V Vgs_V
3.9035001009e-08 1.0250000000e+01 7.8660937500e+02 6.5351562500e+00
5.7274998966e-08 1.5515625000e+01 7.8560156250e+02 7.4539060593e+00
6.6875003313e-08 1.8875000000e+01 7.8527343750e+02 7.8765625954e+00
7.6474997002e-08 2.1640625000e+01 7.8447656250e+02 8.1695308685e+00
8.6074997796e-08 2.6281250000e+01 7.8635156250e+02 8.3078126907e+00
9.5674998590e-08 3.0437500000e+01 7.8775781250e+02 8.6710939407e+00
1.0527499938e-07 3.3312500000e+01 7.8707812500e+02 8.8398437500e+00
1.1487500018e-07 3.9062500000e+01 7.8738281250e+02 8.9437503815e+00
1.2447499387e-07 3.8640625000e+01 7.8806250000e+02 9.0781250000e+00
1.3407499466e-07 4.2156250000e+01 7.8780468750e+02 9.2085933685e+00
1.4367499546e-07 4.4312500000e+01 7.8752343750e+02 9.3671875000e+00
1.5327499625e-07 4.6953125000e+01 7.8843750000e+02 9.4843750000e+00
1.6287499705e-07 4.9593750000e+01 7.8747656250e+02 9.4867191315e+00
1.7247499784e-07 5.1593750000e+01 7.8890625000e+02 9.5249996185e+00
1.8207499863e-07 5.4343750000e+01 7.8972656250e+02 9.7203121185e+00
1.9167499943e-07 5.7171875000e+01 7.8977343750e+02 9.6875000000e+00
2.0127500022e-07 5.8734375000e+01 7.9042968750e+02 9.9132814407e+00
2.1087500102e-07 5.9109375000e+01 7.8862500000e+02 9.8226566315e+00
2.2047500181e-07 6.1890625000e+01 7.9108593750e+02 9.7304687500e+00
2.3007500261e-07 6.4281250000e+01 7.9017187500e+02 9.7500000000e+00
2.3967498919e-07 6.4109375000e+01 7.9178906250e+02 9.8671875000e+00
2.4927498998e-07 6.7984375000e+01 7.9214062500e+02 9.8562498093e+00
2.5887499078e-07 6.6250000000e+01 7.9366406250e+02 9.9179687500e+00
2.6847499157e-07 6.8984375000e+01 7.9214062500e+02 9.8960933685e+00
2.7807499237e-07 6.9343750000e+01 7.9335937500e+02 9.9367189407e+00
2.8767499316e-07 6.8906250000e+01 7.9146093750e+02 1.0085937500e+01
2.9727499395e-07 7.1218750000e+01 7.9038281250e+02 9.8992185593e+00
3.0687499475e-07 7.4203125000e+01 7.9040625000e+02 9.8726558685e+00
3.1647499554e-07 7.4828125000e+01 7.9143750000e+02 9.9359378815e+00
3.2607499634e-07 7.4187500000e+01 7.9253906250e+02 9.9359378815e+00
3.3567499713e-07 7.7156250000e+01 7.9235156250e+02 1.0074999809e+01
3.4527499793e-07 7.8125000000e+01 7.9267968750e+02 1.0111719131e+01
3.5487499872e-07 7.7890625000e+01 7.9267968750e+02 1.0021875381e+01
3.6447499951e-07 8.1015625000e+01 7.9209375000e+02 1.0046093941e+01
3.7407500031e-07 7.9328125000e+01 7.9153125000e+02 1.0046875000e+01
3.8367500110e-07 8.1421875000e+01 7.9162500000e+02 9.9992189407e+00
3.9327500190e-07 8.0781250000e+01 7.9162500000e+02 1.0145312309e+01
4.0287500269e-07 8.2187500000e+01 7.9282031250e+02 1.0164843559e+01
4.1247500349e-07 8.1812500000e+01 7.9253906250e+02 9.9960937500e+00
4.2207500428e-07 8.4359375000e+01 7.9244531250e+02 1.0086718559e+01
4.3167500507e-07 8.3968750000e+01 7.9427343750e+02 1.0158594131e+01
4.4127500587e-07 8.3671875000e+01 7.9169531250e+02 1.0116406441e+01
4.5087500666e-07 8.4437500000e+01 7.9071093750e+02 1.0071093559e+01
4.6047500746e-07 8.6234375000e+01 7.9265625000e+02 1.0012499809e+01
4.7007500825e-07 8.6406250000e+01 7.9148437500e+02 1.0051562309e+01
4.7967500905e-07 8.7203125000e+01 7.9120312500e+02 9.9656248093e+00
4.8927500984e-07 8.8093750000e+01 7.9171875000e+02 1.0051562309e+01
4.9887501063e-07 8.9109375000e+01 7.9218750000e+02 1.0224218369e+01
5.0847501143e-07 8.9796875000e+01 7.9289062500e+02 1.0189844131e+01
5.1807501222e-07 9.1953125000e+01 7.9195312500e+02 1.0130468369e+01
5.2767501302e-07 9.0296875000e+01 7.9134375000e+02 1.0096875191e+01
5.3727501381e-07 9.2046875000e+01 7.9244531250e+02 1.0000000000e+01
5.4687501461e-07 9.3140625000e+01 7.9136718750e+02 1.0067187309e+01
5.5647501540e-07 9.3750000000e+01 7.9122656250e+02 1.0031250000e+01
5.6607501620e-07 9.4687500000e+01 7.9298437500e+02 1.0179687500e+01
5.7567501699e-07 9.5234375000e+01 7.9141406250e+02 1.0055468559e+01
5.8527501778e-07 9.7328125000e+01 7.9132031250e+02 1.0112500191e+01
5.9487501858e-07 9.6953125000e+01 7.9410937500e+02 1.0065625191e+01
6.0447501937e-07 9.6015625000e+01 7.9146093750e+02 1.0114062309e+01
6.1407502017e-07 9.9343750000e+01 7.9160156250e+02 1.0032031059e+01
