# time_s Ids_A Vds_V Vgs_V
4.1759999903e-08 1.1437500000e+01 3.6759375000e+02 9.5867185593e+00
5.2640000803e-08 2.2156250000e+01 3.5698437500e+02 1.1075780869e+01
6.2239998044e-08 4.1062500000e+01 3.4503125000e+02 1.1993749619e+01
7.1839998839e-08 6.3281250000e+01 3.3921875000e+02 1.2810937881e+01
8.1439999633e-08 8.6468750000e+01 3.3553125000e+02 1.3470312119e+01
9.1040000427e-08 1.0915625000e+02 3.3148437500e+02 1.4203125000e+01
1.0064000122e-07 1.3356250000e+02 3.3506250000e+02 1.4528905869e+01
1.1024000202e-07 1.5053125000e+02 3.3743750000e+02 1.4993749619e+01
1.1983999570e-07 1.7590625000e+02 3.4251562500e+02 1.5563281059e+01
1.2943999650e-07 1.9559375000e+02 3.4871875000e+02 1.5720312119e+01
1.3903999729e-07 2.1193750000e+02 3.5789062500e+02 1.5870312691e+01
1.4863999809e-07 2.3346875000e+02 3.6407812500e+02 1.6271875381e+01
1.5823999888e-07 2.4693750000e+02 3.6935937500e+02 1.6439844131e+01
1.6783999968e-07 2.6415625000e+02 3.7229687500e+02 1.6614063263e+01
1.7744000047e-07 2.7634375000e+02 3.7278125000e+02 1.6739063263e+01
1.8704000126e-07 2.8925000000e+02 3.7173437500e+02 1.6798437119e+01
1.9664000206e-07 3.0250000000e+02 3.7087500000e+02 1.6950780869e+01
2.0624000285e-07 3.1437500000e+02 3.6907812500e+02 1.7039062500e+01
2.1584000365e-07 3.2712500000e+02 3.6751562500e+02 1.7221874237e+01
2.2544000444e-07 3.3590625000e+02 3.6823437500e+02 1.7307811737e+01
2.3504000524e-07 3.4500000000e+02 3.6982812500e+02 1.7247655869e+01
2.4464000603e-07 3.5603125000e+02 3.7150000000e+02 1.7305469513e+01
2.5424000683e-07 3.6440625000e+02 3.7471875000e+02 1.7503124237e+01
2.6384000762e-07 3.7190625000e+02 3.7870312500e+02 1.7539844513e+01
2.7344000841e-07 3.8550000000e+02 3.8053125000e+02 1.7645313263e+01
2.8304000921e-07 3.8756250000e+02 3.8421875000e+02 1.7659374237e+01
2.9264001000e-07 3.9525000000e+02 3.8535937500e+02 1.7716405869e+01
3.0224001080e-07 4.0334375000e+02 3.8478125000e+02 1.7678905487e+01
3.1184001159e-07 4.0750000000e+02 3.8323437500e+02 1.7689062119e+01
3.2144001239e-07 4.1637500000e+02 3.8370312500e+02 1.7662500381e+01
3.3104001318e-07 4.2162500000e+02 3.8384375000e+02 1.7707031250e+01
3.4064001397e-07 4.2718750000e+02 3.8087500000e+02 1.7737499237e+01
3.5023998635e-07 4.3446875000e+02 3.8046875000e+02 1.7879688263e+01
3.5983998714e-07 4.3687500000e+02 3.8282812500e+02 1.7889062881e+01
3.6943998794e-07 4.4337500000e+02 3.8418750000e+02 1.7788280487e+01
3.7903998873e-07 4.4525000000e+02 3.8628125000e+02 1.7868749619e+01
3.8863998952e-07 4.5162500000e+02 3.8600000000e+02 1.7932811737e+01
3.9823999032e-07 4.6287500000e+02 3.8954687500e+02 1.7864063263e+01
