# time_s Ids_A Vds_V Vgs_V
3.9999999757e-08 1.0250000000e+01 3.6940625000e+02 9.3507814407e+00
5.0880000657e-08 2.2875000000e+01 3.5485937500e+02 1.0737500191e+01
6.0479997899e-08 3.7468750000e+01 3.4804687500e+02 1.1803125381e+01
7.0079998693e-08 6.1093750000e+01 3.4004687500e+02 1.2733593941e+01
7.9679999487e-08 8.0531250000e+01 3.3600000000e+02 1.3389843941e+01
8.9280000282e-08 1.0693750000e+02 3.3334375000e+02 1.3960156441e+01
9.8880001076e-08 1.2587500000e+02 3.3307812500e+02 1.4437500000e+01
1.0848000187e-07 1.4859375000e+02 3.3712500000e+02 1.4810937881e+01
1.1808000266e-07 1.7087500000e+02 3.4150000000e+02 1.5426562309e+01
1.2767999635e-07 1.8909375000e+02 3.4812500000e+02 1.5608593941e+01
1.3727999715e-07 2.1065625000e+02 3.5753125000e+02 1.5958593369e+01
1.4687999794e-07 2.2521875000e+02 3.6260937500e+02 1.6303905487e+01
1.5647999874e-07 2.4587500000e+02 3.6973437500e+02 1.6415624619e+01
1.6607999953e-07 2.6306250000e+02 3.7200000000e+02 1.6529687881e+01
1.7568000032e-07 2.7215625000e+02 3.7217187500e+02 1.6734375000e+01
1.8528000112e-07 2.8615625000e+02 3.7060937500e+02 1.6811717987e+01
1.9488000191e-07 2.9821875000e+02 3.6925000000e+02 1.6967187881e+01
2.0448000271e-07 3.0771875000e+02 3.6976562500e+02 1.7077342987e+01
2.1408000350e-07 3.2125000000e+02 3.6676562500e+02 1.7076562881e+01
2.2368000430e-07 3.2887500000e+02 3.6728125000e+02 1.7342967987e+01
2.3328000509e-07 3.4253125000e+02 3.6745312500e+02 1.7384374619e+01
2.4287999167e-07 3.5153125000e+02 3.7115625000e+02 1.7413280487e+01
2.5247999247e-07 3.6150000000e+02 3.7440625000e+02 1.7620311737e+01
2.6207999326e-07 3.7321875000e+02 3.7734375000e+02 1.7611719131e+01
2.7167999406e-07 3.7875000000e+02 3.8187500000e+02 1.7489063263e+01
2.8127999485e-07 3.8868750000e+02 3.8539062500e+02 1.7766407013e+01
2.9087999565e-07 3.9096875000e+02 3.8467187500e+02 1.7692968369e+01
3.0047999644e-07 4.0159375000e+02 3.8496875000e+02 1.7664844513e+01
3.1007999723e-07 4.1140625000e+02 3.8375000000e+02 1.7734375000e+01
3.1967999803e-07 4.1512500000e+02 3.8403125000e+02 1.7736719131e+01
3.2927999882e-07 4.1587500000e+02 3.8228125000e+02 1.7710937500e+01
3.3887999962e-07 4.2568750000e+02 3.8035937500e+02 1.7664844513e+01
3.4848000041e-07 4.3221875000e+02 3.8029687500e+02 1.7768749237e+01
3.5808000121e-07 4.3859375000e+02 3.8298437500e+02 1.7739843369e+01
3.6768000200e-07 4.4375000000e+02 3.8256250000e+02 1.7902343750e+01
3.7728000279e-07 4.4781250000e+02 3.8551562500e+02 1.7773437500e+01
3.8688000359e-07 4.5490625000e+02 3.8639062500e+02 1.7850780487e+01
3.9648000438e-07 4.5556250000e+02 3.8990625000e+02 1.7860937119e+01
4.0608000518e-07 4.6109375000e+02 3.8968750000e+02 1.8017187119e+01
4.1568000597e-07 4.6556250000e+02 3.9070312500e+02 1.8000000000e+01
4.2528000677e-07 4.6921875000e+02 3.8984375000e+02 1.7862499237e+01
4.3488000756e-07 4.7290625000e+02 3.9003125000e+02 1.7883594513e+01
4.4448000835e-07 4.7721875000e+02 3.9001562500e+02 1.7874217987e+01
4.5408000915e-07 4.7918750000e+02 3.9006250000e+02 1.7902343750e+01
4.6368000994e-07 4.8300000000e+02 3.8818750000e+02 1.7872655869e+01
4.7328001074e-07 4.8421875000e+02 3.8829687500e+02 1.7850780487e+01
4.8288001153e-07 4.8734375000e+02 3.8921875000e+02 1.7978906631e+01
4.9248001233e-07 4.8837500000e+02 3.9020312500e+02 1.7913280487e+01
5.0208001312e-07 4.9165625000e+02 3.9151562500e+02 1.7992969513e+01
5.1168001391e-07 4.9578125000e+02 3.9270312500e+02 1.8072656631e+01
5.2128001471e-07 4.9818750000e+02 3.9340625000e+02 1.7982812881e+01
5.3088001550e-07 4.9959375000e+02 3.9215625000e+02 1.7910938263e+01
5.4048001630e-07 5.0259375000e+02 3.9450000000e+02 1.7909374237e+01
5.5008001709e-07 5.0400000000e+02 3.9379687500e+02 1.8001562119e+01
5.5968001789e-07 5.0678125000e+02 3.9471875000e+02 1.7886718750e+01
5.6928001868e-07 5.0453125000e+02 3.9432812500e+02 1.7843750000e+01
5.7888001948e-07 5.0675000000e+02 3.9129687500e+02 1.7749217987e+01
5.8848002027e-07 5.0856250000e+02 3.9378125000e+02 1.7889062881e+01
5.9808002106e-07 5.1215625000e+02 3.9514062500e+02 1.7902343750e+01
6.0768002186e-07 5.1212500000e+02 3.9448437500e+02 1.8179687500e+01
6.1728002265e-07 5.1512500000e+02 3.9473437500e+02 1.7884374619e+01
6.2688002345e-07 5.1371875000e+02 3.9556250000e+02 1.7851562500e+01
6.3648002424e-07 5.1793750000e+02 3.9664062500e+02 1.7965625763e+01
6.4608002504e-07 5.1690625000e+02 3.9679687500e+02 1.7872655869e+01
6.5568002583e-07 5.1631250000e+02 3.9704687500e+02 1.7897655487e+01
6.6528002662e-07 5.1746875000e+02 3.9779687500e+02 1.7958593369e+01
6.7488002742e-07 5.1631250000e+02 3.9735937500e+02 1.7889062881e+01
6.8448002821e-07 5.1875000000e+02 3.9606250000e+02 1.8007812500e+01
6.9407997216e-07 5.1671875000e+02 3.9564062500e+02 1.7928905487e+01
7.0367997296e-07 5.1750000000e+02 3.9693750000e+02 1.8089843750e+01
