# time_s Ids_A Vds_V Vgs_V
2.7835000083e-08 1.0250000000e+01 7.8417187500e+02 6.4445314407e+00
3.9355001036e-08 1.5937500000e+01 7.7767968750e+02 7.5765624046e+00
4.8954998277e-08 2.1187500000e+01 7.7531250000e+02 8.0968751907e+00
5.8554999072e-08 2.8218750000e+01 7.7463281250e+02 8.7664060593e+00
6.8155003419e-08 3.7234375000e+01 7.7175000000e+02 9.3023433685e+00
7.7754997108e-08 4.4796875000e+01 7.7310937500e+02 9.6648435593e+00
8.7354997902e-08 5.0906250000e+01 7.7704687500e+02 9.8515625000e+00
9.6954998696e-08 5.5750000000e+01 7.7857031250e+02 1.0240625381e+01
1.0655499949e-07 6.6312500000e+01 7.7667187500e+02 1.0385937691e+01
1.1615500028e-07 7.3609375000e+01 7.7908593750e+02 1.0707031250e+01
1.2575499397e-07 7.9343750000e+01 7.8035156250e+02 1.0889843941e+01
1.3535499477e-07 8.4187500000e+01 7.7800781250e+02 1.1043749809e+01
1.4495499556e-07 9.0875000000e+01 7.7915625000e+02 1.1005468369e+01
1.5455499636e-07 9.4234375000e+01 7.7990625000e+02 1.1216405869e+01
1.6415499715e-07 9.9703125000e+01 7.7842968750e+02 1.1287500381e+01
1.7375499795e-07 1.0521875000e+02 7.8182812500e+02 1.1514843941e+01
1.8335499874e-07 1.0876562500e+02 7.8358593750e+02 1.1617968559e+01
1.9295499953e-07 1.1631250000e+02 7.8142968750e+02 1.1587499619e+01
2.0255500033e-07 1.1875000000e+02 7.8339843750e+02 1.1679687500e+01
2.1215500112e-07 1.2417187500e+02 7.8410156250e+02 1.1689844131e+01
2.2175500192e-07 1.2750000000e+02 7.8459375000e+02 1.1765625000e+01
2.3135500271e-07 1.3007812500e+02 7.8503906250e+02 1.1853124619e+01
2.4095498929e-07 1.3425000000e+02 7.8764062500e+02 1.1728906631e+01
2.5055499009e-07 1.3770312500e+02 7.8396093750e+02 1.1975781441e+01
2.6015499088e-07 1.3971875000e+02 7.8414843750e+02 1.1996093750e+01
2.6975499168e-07 1.4150000000e+02 7.8644531250e+02 1.1972656250e+01
2.7935499247e-07 1.4535937500e+02 7.8761718750e+02 1.1949999809e+01
2.8895499327e-07 1.4956250000e+02 7.8604687500e+02 1.2075780869e+01
2.9855499406e-07 1.5203125000e+02 7.8583593750e+02 1.2018750191e+01
3.0815499485e-07 1.5407812500e+02 7.8764062500e+02 1.1980468750e+01
3.1775499565e-07 1.5851562500e+02 7.8653906250e+02 1.2039062500e+01
3.2735499644e-07 1.5931250000e+02 7.8693750000e+02 1.1992187500e+01
3.3695499724e-07 1.6239062500e+02 7.8773437500e+02 1.1982030869e+01
3.4655499803e-07 1.6465625000e+02 7.8895312500e+02 1.2071093559e+01
3.5615499883e-07 1.6962500000e+02 7.8937500000e+02 1.2080469131e+01
3.6575499962e-07 1.7064062500e+02 7.8885937500e+02 1.2100781441e+01
3.7535500041e-07 1.7304687500e+02 7.8885937500e+02 1.2203906059e+01
3.8495500121e-07 1.7559375000e+02 7.8677343750e+02 1.2114062309e+01
