# time_s Ids_A Vds_V Vgs_V
3.8555000970e-08 1.0156250000e+01 7.8278906250e+02 6.9117188454e+00
4.9114998291e-08 1.5265625000e+01 7.8166406250e+02 7.5468750000e+00
5.8714999085e-08 1.9250000000e+01 7.8046875000e+02 7.9195313454e+00
6.8315003432e-08 2.4546875000e+01 7.7957812500e+02 8.4984378815e+00
7.7914997121e-08 3.0968750000e+01 7.7817187500e+02 8.7156248093e+00
8.7514997915e-08 3.6750000000e+01 7.8180468750e+02 9.0593748093e+00
9.7114998709e-08 4.1468750000e+01 7.8086718750e+02 9.5296878815e+00
1.0671499950e-07 4.6031250000e+01 7.8154687500e+02 9.7031250000e+00
1.1631500030e-07 5.1125000000e+01 7.8253125000e+02 9.6968746185e+00
1.2591499399e-07 5.5984375000e+01 7.8248437500e+02 9.9468746185e+00
1.3551499478e-07 5.8703125000e+01 7.8485156250e+02 1.0114843369e+01
1.4511499558e-07 6.3796875000e+01 7.8323437500e+02 1.0194531441e+01
1.5471499637e-07 6.9484375000e+01 7.8386718750e+02 1.0292968750e+01
1.6431499716e-07 7.1859375000e+01 7.8478125000e+02 1.0260937691e+01
1.7391499796e-07 7.6562500000e+01 7.8506250000e+02 1.0433593750e+01
1.8351499875e-07 7.7765625000e+01 7.8513281250e+02 1.0446093559e+01
1.9311499955e-07 8.1562500000e+01 7.8611718750e+02 1.0646093369e+01
2.0271500034e-07 8.4484375000e+01 7.8682031250e+02 1.0609375000e+01
2.1231500114e-07 8.6531250000e+01 7.8799218750e+02 1.0859375000e+01
2.2191500193e-07 8.9500000000e+01 7.8862500000e+02 1.0696093559e+01
2.3151500272e-07 9.3140625000e+01 7.8686718750e+02 1.0864843369e+01
2.4111500352e-07 9.4750000000e+01 7.8614062500e+02 1.0834375381e+01
2.5071500431e-07 9.6593750000e+01 7.8907031250e+02 1.0931249619e+01
2.6031500511e-07 1.0014062500e+02 7.8728906250e+02 1.0982030869e+01
2.6991500590e-07 1.0298437500e+02 7.8993750000e+02 1.0974218369e+01
2.7951500670e-07 1.0254687500e+02 7.8796875000e+02 1.0907031059e+01
2.8911500749e-07 1.0578125000e+02 7.8984375000e+02 1.1012499809e+01
2.9871500828e-07 1.0687500000e+02 7.8733593750e+02 1.0937500000e+01
3.0831500908e-07 1.0818750000e+02 7.8895312500e+02 1.0982030869e+01
3.1791500987e-07 1.1095312500e+02 7.8801562500e+02 1.1026562691e+01
3.2751501067e-07 1.1279687500e+02 7.8853125000e+02 1.1054687500e+01
3.3711501146e-07 1.1470312500e+02 7.9057031250e+02 1.0982812881e+01
3.4671501226e-07 1.1442187500e+02 7.8953906250e+02 1.1051562309e+01
3.5631501305e-07 1.1648437500e+02 7.9117968750e+02 1.1032031059e+01
3.6591501384e-07 1.2051562500e+02 7.9134375000e+02 1.1156250000e+01
3.7551498622e-07 1.2256250000e+02 7.9178906250e+02 1.1070312500e+01
3.8511498701e-07 1.2170312500e+02 7.8937500000e+02 1.1098437309e+01
3.9471498781e-07 1.2515625000e+02 7.9188281250e+02 1.1092187881e+01
4.0431498860e-07 1.2510937500e+02 7.9021875000e+02 1.1060155869e+01
4.1391498939e-07 1.2664062500e+02 7.9094531250e+02 1.1030468941e+01
4.2351499019e-07 1.2700000000e+02 7.9216406250e+02 1.1047656059e+01
4.3311499098e-07 1.2943750000e+02 7.9073437500e+02 1.1129687309e+01
4.4271499178e-07 1.3112500000e+02 7.8956250000e+02 1.1030468941e+01
4.5231499257e-07 1.3309375000e+02 7.9129687500e+02 1.1011718750e+01
4.6191499337e-07 1.3304687500e+02 7.9141406250e+02 1.1144531250e+01
4.7151499416e-07 1.3557812500e+02 7.9267968750e+02 1.1096875191e+01
4.8111502338e-07 1.3831250000e+02 7.9148437500e+02 1.1042187691e+01
4.9071502417e-07 1.3657812500e+02 7.9181250000e+02 1.1092968941e+01
5.0031502496e-07 1.3975000000e+02 7.9148437500e+02 1.1039062500e+01
5.0991502576e-07 1.4106250000e+02 7.9249218750e+02 1.1043749809e+01
5.1951502655e-07 1.4173437500e+02 7.8883593750e+02 1.1127344131e+01
