# time_s Ids_A Vds_V Vgs_V
4.1759999903e-08 1.0031250000e+01 3.6681250000e+02 9.5523433685e+00
5.1360000697e-08 2.1375000000e+01 3.5634375000e+02 1.0742968559e+01
6.0959997938e-08 4.2000000000e+01 3.4854687500e+02 1.1954687119e+01
7.0559998733e-08 6.0343750000e+01 3.3964062500e+02 1.2725781441e+01
8.0159999527e-08 8.5031250000e+01 3.3501562500e+02 1.3465624809e+01
8.9760000321e-08 1.0725000000e+02 3.3026562500e+02 1.3960156441e+01
9.9360001116e-08 1.2943750000e+02 3.3334375000e+02 1.4473437309e+01
1.0896000191e-07 1.4840625000e+02 3.3617187500e+02 1.5006250381e+01
1.1856000270e-07 1.7168750000e+02 3.4228125000e+02 1.5359375000e+01
1.2815999639e-07 1.9215625000e+02 3.4929687500e+02 1.5666406631e+01
1.3775999719e-07 2.1053125000e+02 3.5626562500e+02 1.5893750191e+01
1.4735999798e-07 2.2796875000e+02 3.6393750000e+02 1.6217967987e+01
1.5695999878e-07 2.4431250000e+02 3.6828125000e+02 1.6490625381e+01
1.6655999957e-07 2.6412500000e+02 3.7148437500e+02 1.6565624237e+01
1.7616000036e-07 2.7378125000e+02 3.7185937500e+02 1.6604686737e+01
1.8576000116e-07 2.8675000000e+02 3.7287500000e+02 1.6811717987e+01
1.9536000195e-07 3.0181250000e+02 3.6912500000e+02 1.6860157013e+01
2.0496000275e-07 3.0959375000e+02 3.6793750000e+02 1.7095312119e+01
2.1456000354e-07 3.2462500000e+02 3.6692187500e+02 1.7060155869e+01
2.2416000434e-07 3.3140625000e+02 3.6589062500e+02 1.7303905487e+01
2.3376000513e-07 3.4006250000e+02 3.6678125000e+02 1.7325000763e+01
2.4336000592e-07 3.5053125000e+02 3.7120312500e+02 1.7516407013e+01
2.5296000672e-07 3.6309375000e+02 3.7490625000e+02 1.7429687500e+01
2.6256000751e-07 3.6790625000e+02 3.7868750000e+02 1.7594532013e+01
2.7216000831e-07 3.7925000000e+02 3.8057812500e+02 1.7533594131e+01
2.8176000910e-07 3.8568750000e+02 3.8492187500e+02 1.7710155487e+01
2.9136000990e-07 3.9493750000e+02 3.8735937500e+02 1.7718750000e+01
3.0096001069e-07 3.9765625000e+02 3.8471875000e+02 1.7625000000e+01
3.1056001148e-07 4.0946875000e+02 3.8557812500e+02 1.7769531250e+01
3.2016001228e-07 4.1406250000e+02 3.8250000000e+02 1.7839843750e+01
3.2976001307e-07 4.1815625000e+02 3.8082812500e+02 1.7789844513e+01
3.3936001387e-07 4.2425000000e+02 3.8168750000e+02 1.7782812119e+01
3.4895998624e-07 4.3287500000e+02 3.7948437500e+02 1.7767969131e+01
3.5855998703e-07 4.3531250000e+02 3.8262500000e+02 1.7816406250e+01
