# time_s Ids_A Vds_V Vgs_V
3.1995000427e-08 1.0140625000e+01 5.8434375000e+02 6.8906250000e+00
4.2235001274e-08 1.4375000000e+01 5.8207031250e+02 7.7429685593e+00
5.1834998516e-08 2.1515625000e+01 5.7724218750e+02 8.3132810593e+00
6.1435002863e-08 2.9218750000e+01 5.7829687500e+02 8.6921873093e+00
7.1034996552e-08 3.4265625000e+01 5.7550781250e+02 9.2546873093e+00
8.0634997346e-08 4.4906250000e+01 5.7602343750e+02 9.7085933685e+00
9.0234998140e-08 5.1875000000e+01 5.7719531250e+02 9.9492187500e+00
9.9834998935e-08 5.9328125000e+01 5.7979687500e+02 1.0274218559e+01
1.0943499973e-07 6.5656250000e+01 5.8476562500e+02 1.0626562119e+01
1.1903500052e-07 7.0796875000e+01 5.8345312500e+02 1.0728124619e+01
1.2863499421e-07 7.8000000000e+01 5.8575000000e+02 1.0828125000e+01
1.3823499501e-07 8.4578125000e+01 5.8485937500e+02 1.1111719131e+01
1.4783499580e-07 8.7859375000e+01 5.8675781250e+02 1.1164062500e+01
1.5743499659e-07 9.2078125000e+01 5.8539843750e+02 1.1311718941e+01
1.6703499739e-07 9.7140625000e+01 5.8612500000e+02 1.1473437309e+01
1.7663499818e-07 1.0273437500e+02 5.8565625000e+02 1.1432031631e+01
1.8623499898e-07 1.0757812500e+02 5.8603125000e+02 1.1660937309e+01
1.9583499977e-07 1.1023437500e+02 5.8762500000e+02 1.1616406441e+01
2.0543500057e-07 1.1470312500e+02 5.9027343750e+02 1.1777343750e+01
2.1503500136e-07 1.1617187500e+02 5.8875000000e+02 1.1828906059e+01
2.2463500216e-07 1.2200000000e+02 5.8903125000e+02 1.1860156059e+01
2.3423500295e-07 1.2157812500e+02 5.8985156250e+02 1.1786718369e+01
2.4383498953e-07 1.2720312500e+02 5.8882031250e+02 1.1925781250e+01
2.5343499033e-07 1.3081250000e+02 5.8994531250e+02 1.1903905869e+01
2.6303499112e-07 1.3392187500e+02 5.8914843750e+02 1.1882031441e+01
2.7263499192e-07 1.3596875000e+02 5.9259375000e+02 1.1997655869e+01
2.8223499271e-07 1.3681250000e+02 5.8989843750e+02 1.2005468369e+01
2.9183499350e-07 1.3981250000e+02 5.9001562500e+02 1.2085156441e+01
3.0143499430e-07 1.4360937500e+02 5.9198437500e+02 1.2013280869e+01
3.1103499509e-07 1.4570312500e+02 5.9339062500e+02 1.1946874619e+01
3.2063499589e-07 1.4765625000e+02 5.9111718750e+02 1.2147656441e+01
3.3023499668e-07 1.5040625000e+02 5.9128125000e+02 1.2159375191e+01
3.3983499748e-07 1.5321875000e+02 5.9287500000e+02 1.2129687309e+01
3.4943499827e-07 1.5215625000e+02 5.9278125000e+02 1.2253906250e+01
